Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre,Year
2021-12-15,Spider-Man: No Way Home,5083.954,8940.0,8.3,Action,2021
2021-12-15,Spider-Man: No Way Home,5083.954,8940.0,8.3,Adventure,2021
2021-12-15,Spider-Man: No Way Home,5083.954,8940.0,8.3,Science Fiction,2021
2022-03-01,The Batman,3827.658,1151.0,8.1,Crime,2022
2022-03-01,The Batman,3827.658,1151.0,8.1,Mystery,2022
2022-03-01,The Batman,3827.658,1151.0,8.1,Thriller,2022
2022-02-25,No Exit,2618.087,122.0,6.3,Thriller,2022
2021-11-24,Encanto,2402.201,5076.0,7.7,Animation,2021
2021-11-24,Encanto,2402.201,5076.0,7.7,Comedy,2021
2021-11-24,Encanto,2402.201,5076.0,7.7,Family,2021
2021-11-24,Encanto,2402.201,5076.0,7.7,Fantasy,2021
2021-12-22,The King's Man,1895.511,1793.0,7.0,Action,2021
2021-12-22,The King's Man,1895.511,1793.0,7.0,Adventure,2021
2021-12-22,The King's Man,1895.511,1793.0,7.0,Thriller,2021
2021-12-22,The King's Man,1895.511,1793.0,7.0,War,2021
2022-01-07,The Commando,1750.484,33.0,6.6,Action,2022
2022-01-07,The Commando,1750.484,33.0,6.6,Crime,2022
2022-01-07,The Commando,1750.484,33.0,6.6,Thriller,2022
2022-01-12,Scream,1675.161,821.0,6.8,Horror,2022
2022-01-12,Scream,1675.161,821.0,6.8,Mystery,2022
2022-01-12,Scream,1675.161,821.0,6.8,Thriller,2022
2022-02-10,Kimi,1601.782,206.0,6.3,Thriller,2022
2022-02-17,Fistful of Vengeance,1594.013,114.0,5.3,Action,2022
2022-02-17,Fistful of Vengeance,1594.013,114.0,5.3,Crime,2022
2022-02-17,Fistful of Vengeance,1594.013,114.0,5.3,Fantasy,2022
2021-11-03,Eternals,1537.406,4726.0,7.2,Science Fiction,2021
2022-02-18,Pursuit,1500.523,16.0,5.9,Action,2022
2022-02-18,Pursuit,1500.523,16.0,5.9,Crime,2022
2022-02-18,Pursuit,1500.523,16.0,5.9,Thriller,2022
2021-08-06,My Hero Academia: World Heroes' Mission,1485.064,100.0,7.3,Animation,2021
2021-08-06,My Hero Academia: World Heroes' Mission,1485.064,100.0,7.3,Action,2021
2021-08-06,My Hero Academia: World Heroes' Mission,1485.064,100.0,7.3,Fantasy,2021
2021-08-06,My Hero Academia: World Heroes' Mission,1485.064,100.0,7.3,Adventure,2021
2022-02-25,Restless,1468.377,107.0,5.9,Action,2022
2022-02-25,Restless,1468.377,107.0,5.9,Thriller,2022
2022-02-25,Restless,1468.377,107.0,5.9,Crime,2022
2021-12-02,Nightmare Alley,1455.144,952.0,7.1,Crime,2021
2021-12-02,Nightmare Alley,1455.144,952.0,7.1,Drama,2021
2021-12-02,Nightmare Alley,1455.144,952.0,7.1,Thriller,2021
2022-01-28,The Ice Age Adventures of Buck Wild,1431.307,737.0,7.1,Animation,2022
2022-01-28,The Ice Age Adventures of Buck Wild,1431.307,737.0,7.1,Comedy,2022
2022-01-28,The Ice Age Adventures of Buck Wild,1431.307,737.0,7.1,Adventure,2022
2022-01-28,The Ice Age Adventures of Buck Wild,1431.307,737.0,7.1,Family,2022
2022-02-25,Hotel Transylvania: Transformania,1373.778,288.0,7.0,Animation,2022
2022-02-25,Hotel Transylvania: Transformania,1373.778,288.0,7.0,Family,2022
2022-02-25,Hotel Transylvania: Transformania,1373.778,288.0,7.0,Fantasy,2022
2022-02-25,Hotel Transylvania: Transformania,1373.778,288.0,7.0,Comedy,2022
2022-02-25,Hotel Transylvania: Transformania,1373.778,288.0,7.0,Adventure,2022
2022-02-18,Texas Chainsaw Massacre,1312.79,521.0,5.1,Horror,2022
2022-01-28,The Requin,1252.317,65.0,4.6,Thriller,2022
2022-02-04,Looop Lapeta,1240.946,31.0,6.0,Action,2022
2022-02-04,Looop Lapeta,1240.946,31.0,6.0,Comedy,2022
2022-02-04,Looop Lapeta,1240.946,31.0,6.0,Crime,2022
2021-11-04,Red Notice,1178.544,3193.0,6.8,Action,2021
2021-11-04,Red Notice,1178.544,3193.0,6.8,Comedy,2021
2021-11-04,Red Notice,1178.544,3193.0,6.8,Crime,2021
2021-11-04,Red Notice,1178.544,3193.0,6.8,Thriller,2021
2021-12-01,Sing 2,1112.9,2172.0,8.2,Animation,2021
2021-12-01,Sing 2,1112.9,2172.0,8.2,Comedy,2021
2021-12-01,Sing 2,1112.9,2172.0,8.2,Family,2021
2021-12-01,Sing 2,1112.9,2172.0,8.2,Music,2021
2022-01-03,The Jack in the Box: Awakening,1096.79,43.0,5.4,Horror,2022
2021-09-30,Venom: Let There Be Carnage,1053.615,6539.0,7.1,Science Fiction,2021
2021-09-30,Venom: Let There Be Carnage,1053.615,6539.0,7.1,Action,2021
2021-09-30,Venom: Let There Be Carnage,1053.615,6539.0,7.1,Adventure,2021
2021-12-16,The Matrix Resurrections,941.024,3160.0,6.8,Science Fiction,2021
2021-12-16,The Matrix Resurrections,941.024,3160.0,6.8,Action,2021
2021-12-16,The Matrix Resurrections,941.024,3160.0,6.8,Adventure,2021
2021-11-24,Resident Evil: Welcome to Raccoon City,881.086,1312.0,6.1,Horror,2021
2021-11-24,Resident Evil: Welcome to Raccoon City,881.086,1312.0,6.1,Action,2021
2021-11-24,Resident Evil: Welcome to Raccoon City,881.086,1312.0,6.1,Science Fiction,2021
2021-10-19,Last Man Down,869.605,318.0,6.3,Action,2021
2021-10-19,Last Man Down,869.605,318.0,6.3,Thriller,2021
2022-01-07,American Siege,867.326,49.0,5.4,Action,2022
2022-01-07,American Siege,867.326,49.0,5.4,Thriller,2022
2022-01-07,American Siege,867.326,49.0,5.4,Crime,2022
2022-01-07,American Siege,867.326,49.0,5.4,Drama,2022
2022-02-10,Uncharted,866.391,691.0,7.1,Action,2022
2022-02-10,Uncharted,866.391,691.0,7.1,Adventure,2022
2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,845.992,2224.0,8.4,Animation,2020
2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,845.992,2224.0,8.4,Action,2020
2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,845.992,2224.0,8.4,Adventure,2020
2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,845.992,2224.0,8.4,Fantasy,2020
2021-11-11,Ghostbusters: Afterlife,839.904,2225.0,7.7,Fantasy,2021
2021-11-11,Ghostbusters: Afterlife,839.904,2225.0,7.7,Comedy,2021
2021-11-11,Ghostbusters: Afterlife,839.904,2225.0,7.7,Adventure,2021
2022-01-05,The 355,781.748,313.0,6.1,Action,2022
2022-01-05,The 355,781.748,313.0,6.1,Thriller,2022
2021-09-01,Shang-Chi and the Legend of the Ten Rings,769.185,5845.0,7.7,Action,2021
2021-09-01,Shang-Chi and the Legend of the Ten Rings,769.185,5845.0,7.7,Adventure,2021
2021-09-01,Shang-Chi and the Legend of the Ten Rings,769.185,5845.0,7.7,Fantasy,2021
2022-02-09,Marry Me,761.793,230.0,6.9,Romance,2022
2022-02-09,Marry Me,761.793,230.0,6.9,Comedy,2022
2022-02-09,Marry Me,761.793,230.0,6.9,Music,2022
2022-01-21,The Hunting,761.127,10.0,5.8,Horror,2022
2021-12-08,West Side Story,678.186,562.0,7.4,Drama,2021
2021-12-08,West Side Story,678.186,562.0,7.4,Romance,2021
2021-12-08,West Side Story,678.186,562.0,7.4,Crime,2021
2022-02-04,Through My Window,659.105,1331.0,7.8,Romance,2022
2022-02-04,Through My Window,659.105,1331.0,7.8,Drama,2022
2021-07-02,The Seven Deadly Sins: Cursed by Light,647.54,312.0,8.0,Animation,2021
2021-07-02,The Seven Deadly Sins: Cursed by Light,647.54,312.0,8.0,Fantasy,2021
2021-11-05,One Shot,622.24,382.0,6.8,Action,2021
2022-01-24,Tom and Jerry: Cowboy Up!,614.11,163.0,7.1,Animation,2022
2022-01-24,Tom and Jerry: Cowboy Up!,614.11,163.0,7.1,Comedy,2022
2022-01-24,Tom and Jerry: Cowboy Up!,614.11,163.0,7.1,Family,2022
2022-01-24,Tom and Jerry: Cowboy Up!,614.11,163.0,7.1,Western,2022
2020-10-15,Chernobyl: Abyss,601.958,314.0,6.2,Drama,2020
2020-10-15,Chernobyl: Abyss,601.958,314.0,6.2,History,2020
2020-10-15,Chernobyl: Abyss,601.958,314.0,6.2,Adventure,2020
2022-02-25,Desperate Riders,590.474,10.0,6.8,Western,2022
2022-02-25,Desperate Riders,590.474,10.0,6.8,Action,2022
2021-11-10,Clifford the Big Red Dog,585.011,1100.0,7.3,Family,2021
2021-11-10,Clifford the Big Red Dog,585.011,1100.0,7.3,Adventure,2021
2021-11-10,Clifford the Big Red Dog,585.011,1100.0,7.3,Comedy,2021
2021-11-10,Clifford the Big Red Dog,585.011,1100.0,7.3,Fantasy,2021
2022-02-25,Tyler Perry's A Madea Homecoming,577.591,42.0,6.7,Comedy,2022
2021-07-01,The Boss Baby: Family Business,567.421,1785.0,7.6,Animation,2021
2021-07-01,The Boss Baby: Family Business,567.421,1785.0,7.6,Comedy,2021
2021-07-01,The Boss Baby: Family Business,567.421,1785.0,7.6,Adventure,2021
2021-07-01,The Boss Baby: Family Business,567.421,1785.0,7.6,Family,2021
2022-03-10,Turning Red,564.507,8.0,8.6,Animation,2022
2022-03-10,Turning Red,564.507,8.0,8.6,Family,2022
2022-03-10,Turning Red,564.507,8.0,8.6,Comedy,2022
2022-03-10,Turning Red,564.507,8.0,8.6,Fantasy,2022
2022-01-13,Brazen,553.141,211.0,4.8,Thriller,2022
2022-01-13,Brazen,553.141,211.0,4.8,Mystery,2022
2022-01-13,Brazen,553.141,211.0,4.8,Drama,2022
2022-01-14,The House,551.65,432.0,7.1,Animation,2022
2022-01-14,The House,551.65,432.0,7.1,Drama,2022
2022-01-14,The House,551.65,432.0,7.1,Comedy,2022
2022-01-14,The House,551.65,432.0,7.1,Horror,2022
2022-02-10,Blacklight,533.903,88.0,5.1,Action,2022
2022-02-10,Blacklight,533.903,88.0,5.1,Thriller,2022
2021-10-15,Ron's Gone Wrong,509.277,1000.0,8.1,Animation,2021
2021-10-15,Ron's Gone Wrong,509.277,1000.0,8.1,Science Fiction,2021
2021-10-15,Ron's Gone Wrong,509.277,1000.0,8.1,Family,2021
2021-10-15,Ron's Gone Wrong,509.277,1000.0,8.1,Comedy,2021
2021-08-11,Free Guy,447.872,5158.0,7.7,Comedy,2021
2021-08-11,Free Guy,447.872,5158.0,7.7,Action,2021
2021-08-11,Free Guy,447.872,5158.0,7.7,Adventure,2021
2021-08-11,Free Guy,447.872,5158.0,7.7,Science Fiction,2021
2021-05-26,Cruella,429.613,6675.0,8.2,Comedy,2021
2021-05-26,Cruella,429.613,6675.0,8.2,Crime,2021
2021-07-28,The Suicide Squad,424.983,5689.0,7.7,Action,2021
2021-07-28,The Suicide Squad,424.983,5689.0,7.7,Adventure,2021
2021-07-28,The Suicide Squad,424.983,5689.0,7.7,Fantasy,2021
2021-11-12,The Simpsons in Plusaversary,418.589,251.0,6.6,Animation,2021
2021-11-12,The Simpsons in Plusaversary,418.589,251.0,6.6,Comedy,2021
2021-11-12,The Simpsons in Plusaversary,418.589,251.0,6.6,Fantasy,2021
2022-01-17,Forgive Us Our Trespasses,409.688,27.0,6.3,Drama,2022
2022-01-17,Forgive Us Our Trespasses,409.688,27.0,6.3,War,2022
2021-06-17,Luca,408.749,5886.0,8.0,Animation,2021
2021-06-17,Luca,408.749,5886.0,8.0,Comedy,2021
2021-06-17,Luca,408.749,5886.0,8.0,Family,2021
2021-06-17,Luca,408.749,5886.0,8.0,Fantasy,2021
2021-04-07,Mortal Kombat,402.273,4447.0,7.2,Action,2021
2021-04-07,Mortal Kombat,402.273,4447.0,7.2,Fantasy,2021
2021-04-07,Mortal Kombat,402.273,4447.0,7.2,Adventure,2021
2021-03-18,Zack Snyder's Justice League,398.461,7414.0,8.3,Action,2021
2021-03-18,Zack Snyder's Justice League,398.461,7414.0,8.3,Adventure,2021
2021-03-18,Zack Snyder's Justice League,398.461,7414.0,8.3,Fantasy,2021
2021-03-18,Zack Snyder's Justice League,398.461,7414.0,8.3,Science Fiction,2021
2021-12-17,Mother/Android,398.12,422.0,5.8,Science Fiction,2021
2021-12-17,Mother/Android,398.12,422.0,5.8,Thriller,2021
1986-11-04,Exploits of a Young Don Juan,396.948,88.0,5.5,Comedy,1986
1986-11-04,Exploits of a Young Don Juan,396.948,88.0,5.5,Drama,1986
2021-09-15,Dune,394.295,6237.0,7.9,Science Fiction,2021
2021-09-15,Dune,394.295,6237.0,7.9,Adventure,2021
2021-01-01,The Last Warrior: Root of Evil,391.957,89.0,7.1,Fantasy,2021
2021-01-01,The Last Warrior: Root of Evil,391.957,89.0,7.1,Adventure,2021
2021-01-01,The Last Warrior: Root of Evil,391.957,89.0,7.1,Comedy,2021
2022-02-09,The Privilege,387.924,104.0,5.1,Horror,2022
2021-06-11,Queen of Spades,387.159,37.0,6.4,Horror,2021
2021-10-28,Antlers,380.88,544.0,6.4,Drama,2021
2021-10-28,Antlers,380.88,544.0,6.4,Horror,2021
2021-10-28,Antlers,380.88,544.0,6.4,Mystery,2021
2021-11-05,Dangerous,379.856,175.0,6.4,Action,2021
2021-11-05,Dangerous,379.856,175.0,6.4,Thriller,2021
2021-09-01,After We Fell,365.85,1563.0,7.2,Romance,2021
2021-09-01,After We Fell,365.85,1563.0,7.2,Drama,2021
2021-09-29,No Time to Die,360.164,3616.0,7.5,Adventure,2021
2021-09-29,No Time to Die,360.164,3616.0,7.5,Action,2021
2021-09-29,No Time to Die,360.164,3616.0,7.5,Thriller,2021
2021-11-05,Sooryavanshi,352.368,93.0,5.8,Action,2021
2021-11-05,Sooryavanshi,352.368,93.0,5.8,Crime,2021
2021-11-05,Sooryavanshi,352.368,93.0,5.8,Thriller,2021
2021-11-04,Finch,348.942,2075.0,8.1,Science Fiction,2021
2021-11-04,Finch,348.942,2075.0,8.1,Drama,2021
2021-11-04,Finch,348.942,2075.0,8.1,Adventure,2021
2021-07-23,Two,342.661,207.0,5.4,Thriller,2021
2021-07-23,Two,342.661,207.0,5.4,Horror,2021
2021-08-09,PAW Patrol: The Movie,339.374,855.0,7.5,Animation,2021
2021-08-09,PAW Patrol: The Movie,339.374,855.0,7.5,Family,2021
2021-08-09,PAW Patrol: The Movie,339.374,855.0,7.5,Adventure,2021
2021-08-09,PAW Patrol: The Movie,339.374,855.0,7.5,Comedy,2021
2018-04-25,Avengers: Infinity War,338.402,24079.0,8.3,Adventure,2018
2018-04-25,Avengers: Infinity War,338.402,24079.0,8.3,Action,2018
2018-04-25,Avengers: Infinity War,338.402,24079.0,8.3,Science Fiction,2018
1989-06-23,Batman,338.272,6109.0,7.2,Fantasy,1989
1989-06-23,Batman,338.272,6109.0,7.2,Action,1989
2021-07-07,Black Widow,337.651,7127.0,7.5,Action,2021
2021-07-07,Black Widow,337.651,7127.0,7.5,Adventure,2021
2021-07-07,Black Widow,337.651,7127.0,7.5,Science Fiction,2021
2022-02-18,The Wonderful Winter of Mickey Mouse,333.354,3.0,5.7,Animation,2022
2022-02-18,The Wonderful Winter of Mickey Mouse,333.354,3.0,5.7,Comedy,2022
2021-05-19,F9,331.944,5092.0,7.3,Action,2021
2021-05-19,F9,331.944,5092.0,7.3,Crime,2021
2021-05-19,F9,331.944,5092.0,7.3,Thriller,2021
2021-05-19,F9,331.944,5092.0,7.3,Adventure,2021
2022-02-03,Moonfall,328.678,186.0,5.9,Action,2022
2022-02-03,Moonfall,328.678,186.0,5.9,Adventure,2022
2022-02-03,Moonfall,328.678,186.0,5.9,Science Fiction,2022
2022-02-04,"Sex, Shame and Tears 2",325.624,5.0,2.2,Comedy,2022
2022-02-04,"Sex, Shame and Tears 2",325.624,5.0,2.2,Drama,2022
2021-12-03,Diary of a Wimpy Kid,324.706,189.0,6.5,Animation,2021
2021-12-03,Diary of a Wimpy Kid,324.706,189.0,6.5,Comedy,2021
2021-12-03,Diary of a Wimpy Kid,324.706,189.0,6.5,Family,2021
2022-02-15,AI Love You,317.643,16.0,5.3,Comedy,2022
2022-02-15,AI Love You,317.643,16.0,5.3,Romance,2022
2022-02-15,AI Love You,317.643,16.0,5.3,Science Fiction,2022
2022-03-30,Sonic the Hedgehog 2,317.159,0.0,0.0,Action,2022
2022-03-30,Sonic the Hedgehog 2,317.159,0.0,0.0,Science Fiction,2022
2022-03-30,Sonic the Hedgehog 2,317.159,0.0,0.0,Comedy,2022
2022-03-30,Sonic the Hedgehog 2,317.159,0.0,0.0,Family,2022
2022-02-17,Erax,317.102,12.0,5.7,Mystery,2022
2022-02-17,Erax,317.102,12.0,5.7,Family,2022
2020-08-04,Deathstroke: Knights & Dragons - The Movie,314.388,325.0,6.9,Animation,2020
2020-08-04,Deathstroke: Knights & Dragons - The Movie,314.388,325.0,6.9,Action,2020
2020-08-04,Deathstroke: Knights & Dragons - The Movie,314.388,325.0,6.9,Adventure,2020
2020-08-04,Deathstroke: Knights & Dragons - The Movie,314.388,325.0,6.9,Science Fiction,2020
2021-10-13,The Last Duel,312.916,1848.0,7.6,Action,2021
2021-10-13,The Last Duel,312.916,1848.0,7.6,Drama,2021
2021-10-13,The Last Duel,312.916,1848.0,7.6,History,2021
2022-01-26,The Pirates: The Last Royal Treasure,311.94,38.0,6.6,Action,2022
2022-01-26,The Pirates: The Last Royal Treasure,311.94,38.0,6.6,Adventure,2022
2022-01-26,The Pirates: The Last Royal Treasure,311.94,38.0,6.6,Comedy,2022
2022-01-26,The Pirates: The Last Royal Treasure,311.94,38.0,6.6,History,2022
2021-10-29,Paranormal Activity: Next of Kin,310.011,300.0,6.5,Horror,2021
2021-10-29,Paranormal Activity: Next of Kin,310.011,300.0,6.5,Mystery,2021
2021-10-29,Paranormal Activity: Next of Kin,310.011,300.0,6.5,Thriller,2021
2021-11-24,House of Gucci,308.214,1276.0,6.8,Drama,2021
2021-11-24,House of Gucci,308.214,1276.0,6.8,Crime,2021
2021-11-24,House of Gucci,308.214,1276.0,6.8,Thriller,2021
2021-02-11,Dark Spell,308.037,80.0,6.7,Romance,2021
2021-02-11,Dark Spell,308.037,80.0,6.7,Horror,2021
2021-02-11,Dark Spell,308.037,80.0,6.7,Thriller,2021
2021-07-28,Jungle Cruise,307.936,4034.0,7.6,Action,2021
2021-07-28,Jungle Cruise,307.936,4034.0,7.6,Adventure,2021
2021-07-28,Jungle Cruise,307.936,4034.0,7.6,Comedy,2021
2021-07-28,Jungle Cruise,307.936,4034.0,7.6,Fantasy,2021
2021-03-24,Godzilla vs. Kong,307.521,7681.0,7.8,Action,2021
2021-03-24,Godzilla vs. Kong,307.521,7681.0,7.8,Fantasy,2021
2021-03-24,Godzilla vs. Kong,307.521,7681.0,7.8,Science Fiction,2021
2012-06-23,The Amazing Spider-Man,306.376,14564.0,6.7,Action,2012
2012-06-23,The Amazing Spider-Man,306.376,14564.0,6.7,Adventure,2012
2012-06-23,The Amazing Spider-Man,306.376,14564.0,6.7,Fantasy,2012
2022-02-17,Heart Shot,302.272,16.0,5.6,Romance,2022
2022-02-17,Heart Shot,302.272,16.0,5.6,Crime,2022
2009-12-10,Avatar,297.357,25011.0,7.5,Action,2009
2009-12-10,Avatar,297.357,25011.0,7.5,Adventure,2009
2009-12-10,Avatar,297.357,25011.0,7.5,Fantasy,2009
2009-12-10,Avatar,297.357,25011.0,7.5,Science Fiction,2009
2021-06-11,Mobile Suit Gundam Hathaway,292.604,77.0,7.8,Animation,2021
2021-06-11,Mobile Suit Gundam Hathaway,292.604,77.0,7.8,Action,2021
2021-06-11,Mobile Suit Gundam Hathaway,292.604,77.0,7.8,Drama,2021
2021-06-11,Mobile Suit Gundam Hathaway,292.604,77.0,7.8,Science Fiction,2021
2021-10-27,Army of Thieves,290.54,1167.0,6.9,Crime,2021
2021-10-27,Army of Thieves,290.54,1167.0,6.9,Comedy,2021
2022-02-23,UFO,290.481,15.0,5.2,Drama,2022
2022-02-23,UFO,290.481,15.0,5.2,Romance,2022
2022-03-03,The Weekend Away,290.206,119.0,5.9,Thriller,2022
2022-03-03,The Weekend Away,290.206,119.0,5.9,Mystery,2022
2020-11-25,The Croods: A New Age,284.798,2877.0,7.6,Animation,2020
2020-11-25,The Croods: A New Age,284.798,2877.0,7.6,Family,2020
2020-11-25,The Croods: A New Age,284.798,2877.0,7.6,Adventure,2020
2020-11-25,The Croods: A New Age,284.798,2877.0,7.6,Fantasy,2020
2020-11-25,The Croods: A New Age,284.798,2877.0,7.6,Comedy,2020
2021-12-03,Back to the Outback,282.246,341.0,7.7,Animation,2021
2021-12-03,Back to the Outback,282.246,341.0,7.7,Family,2021
2021-12-03,Back to the Outback,282.246,341.0,7.7,Adventure,2021
2021-12-03,Back to the Outback,282.246,341.0,7.7,Comedy,2021
2021-07-02,The Tomorrow War,282.068,5182.0,8.0,Action,2021
2021-07-02,The Tomorrow War,282.068,5182.0,8.0,Science Fiction,2021
2021-07-02,The Tomorrow War,282.068,5182.0,8.0,Adventure,2021
2022-01-28,Home Team,280.613,368.0,6.9,Family,2022
2022-01-28,Home Team,280.613,368.0,6.9,Comedy,2022
2021-03-17,The Fallout,279.344,130.0,7.4,Drama,2021
2021-03-03,Raya and the Last Dragon,277.59,5048.0,8.0,Family,2021
2021-03-03,Raya and the Last Dragon,277.59,5048.0,8.0,Fantasy,2021
2021-03-03,Raya and the Last Dragon,277.59,5048.0,8.0,Animation,2021
2021-03-03,Raya and the Last Dragon,277.59,5048.0,8.0,Action,2021
2021-03-03,Raya and the Last Dragon,277.59,5048.0,8.0,Adventure,2021
2021-09-09,Infinite,276.461,912.0,6.8,Science Fiction,2021
2021-09-09,Infinite,276.461,912.0,6.8,Action,2021
2021-09-09,Infinite,276.461,912.0,6.8,Thriller,2021
2021-04-22,Wrath of Man,273.622,3376.0,7.7,Action,2021
2021-04-22,Wrath of Man,273.622,3376.0,7.7,Crime,2021
2021-04-22,Wrath of Man,273.622,3376.0,7.7,Thriller,2021
2021-12-17,Fortress,273.35,163.0,6.2,Crime,2021
2021-12-17,Fortress,273.35,163.0,6.2,Action,2021
2021-12-17,Fortress,273.35,163.0,6.2,Thriller,2021
2021-07-08,Space Jam: A New Legacy,271.573,2952.0,7.1,Family,2021
2021-07-08,Space Jam: A New Legacy,271.573,2952.0,7.1,Animation,2021
2021-07-08,Space Jam: A New Legacy,271.573,2952.0,7.1,Comedy,2021
2021-07-08,Space Jam: A New Legacy,271.573,2952.0,7.1,Science Fiction,2021
2022-01-13,Laura y el misterio del asesino inesperado,266.754,8.0,7.3,TV Movie,2022
2022-01-13,Laura y el misterio del asesino inesperado,266.754,8.0,7.3,Mystery,2022
2022-01-13,Laura y el misterio del asesino inesperado,266.754,8.0,7.3,Thriller,2022
2022-01-13,Laura y el misterio del asesino inesperado,266.754,8.0,7.3,Comedy,2022
2021-05-25,The Conjuring: The Devil Made Me Do It,266.614,4233.0,7.7,Horror,2021
2021-05-25,The Conjuring: The Devil Made Me Do It,266.614,4233.0,7.7,Mystery,2021
2021-05-25,The Conjuring: The Devil Made Me Do It,266.614,4233.0,7.7,Thriller,2021
2005-06-10,Batman Begins,265.806,17338.0,7.7,Action,2005
2005-06-10,Batman Begins,265.806,17338.0,7.7,Crime,2005
2005-06-10,Batman Begins,265.806,17338.0,7.7,Drama,2005
2022-01-20,The Royal Treatment,264.99,390.0,6.8,Romance,2022
2022-01-20,The Royal Treatment,264.99,390.0,6.8,Comedy,2022
2021-11-12,Ciao Alberto,261.672,412.0,7.5,Animation,2021
2021-11-12,Ciao Alberto,261.672,412.0,7.5,Comedy,2021
2021-11-12,Ciao Alberto,261.672,412.0,7.5,Family,2021
2021-11-12,Ciao Alberto,261.672,412.0,7.5,Fantasy,2021
2021-06-05,Gone Mom: The Disappearance of Jennifer Dulos,257.852,113.0,7.8,TV Movie,2021
2021-06-05,Gone Mom: The Disappearance of Jennifer Dulos,257.852,113.0,7.8,Thriller,2021
2021-06-05,Gone Mom: The Disappearance of Jennifer Dulos,257.852,113.0,7.8,Crime,2021
2021-06-28,Ripper Untold,257.473,75.0,6.6,Horror,2021
2021-05-26,Meander,256.866,218.0,6.1,Horror,2021
2021-05-26,Meander,256.866,218.0,6.1,Science Fiction,2021
2021-05-26,Meander,256.866,218.0,6.1,Drama,2021
2021-05-26,Meander,256.866,218.0,6.1,Thriller,2021
2021-11-18,Zeros and Ones,256.443,117.0,5.3,Thriller,2021
2021-11-18,Zeros and Ones,256.443,117.0,5.3,War,2021
2021-07-22,Snake Eyes: G.I. Joe Origins,254.31,1028.0,6.8,Action,2021
2021-07-22,Snake Eyes: G.I. Joe Origins,254.31,1028.0,6.8,Adventure,2021
2021-10-08,Survive the Game,252.22,107.0,5.8,Action,2021
2021-10-08,Survive the Game,252.22,107.0,5.8,Thriller,2021
2021-10-08,Survive the Game,252.22,107.0,5.8,Crime,2021
2021-05-28,Riverdance: The Animated Adventure,250.831,28.0,5.2,Animation,2021
2021-05-28,Riverdance: The Animated Adventure,250.831,28.0,5.2,Fantasy,2021
2021-05-28,Riverdance: The Animated Adventure,250.831,28.0,5.2,Music,2021
2021-05-28,Riverdance: The Animated Adventure,250.831,28.0,5.2,Adventure,2021
2021-05-28,Riverdance: The Animated Adventure,250.831,28.0,5.2,Comedy,2021
2021-05-28,Riverdance: The Animated Adventure,250.831,28.0,5.2,Family,2021
2021-11-12,Apex,249.46,402.0,5.4,Action,2021
2021-11-12,Apex,249.46,402.0,5.4,Thriller,2021
2021-11-12,Apex,249.46,402.0,5.4,Science Fiction,2021
2022-02-02,The Tinder Swindler,246.652,455.0,7.1,Documentary,2022
2022-02-02,The Tinder Swindler,246.652,455.0,7.1,Crime,2022
2022-02-11,Love Tactics,244.573,83.0,6.7,Romance,2022
2022-02-11,Love Tactics,244.573,83.0,6.7,Comedy,2022
2021-10-01,The Addams Family 2,244.18,785.0,7.2,Animation,2021
2021-10-01,The Addams Family 2,244.18,785.0,7.2,Adventure,2021
2021-10-01,The Addams Family 2,244.18,785.0,7.2,Comedy,2021
2021-10-01,The Addams Family 2,244.18,785.0,7.2,Family,2021
2021-04-27,Dynasty Warriors,242.342,84.0,6.5,Action,2021
2021-04-27,Dynasty Warriors,242.342,84.0,6.5,Adventure,2021
2021-04-27,Dynasty Warriors,242.342,84.0,6.5,Fantasy,2021
2021-05-15,Miraculous World: Shanghai – The Legend of Ladydragon,241.638,411.0,7.9,Animation,2021
2021-05-15,Miraculous World: Shanghai – The Legend of Ladydragon,241.638,411.0,7.9,Comedy,2021
2021-05-15,Miraculous World: Shanghai – The Legend of Ladydragon,241.638,411.0,7.9,Family,2021
2021-05-15,Miraculous World: Shanghai – The Legend of Ladydragon,241.638,411.0,7.9,Adventure,2021
2020-11-21,"Miraculous World: New York, United HeroeZ",240.048,862.0,8.3,Animation,2020
2020-11-21,"Miraculous World: New York, United HeroeZ",240.048,862.0,8.3,Family,2020
2020-11-21,"Miraculous World: New York, United HeroeZ",240.048,862.0,8.3,Comedy,2020
2020-11-21,"Miraculous World: New York, United HeroeZ",240.048,862.0,8.3,Adventure,2020
2020-11-21,"Miraculous World: New York, United HeroeZ",240.048,862.0,8.3,TV Movie,2020
2022-03-03,Surviving Paradise: A Family Tale,240.002,7.0,6.9,Documentary,2022
2019-12-20,My Hero Academia: Heroes Rising,239.599,890.0,8.4,Animation,2019
2019-12-20,My Hero Academia: Heroes Rising,239.599,890.0,8.4,Action,2019
2019-12-20,My Hero Academia: Heroes Rising,239.599,890.0,8.4,Fantasy,2019
2019-12-20,My Hero Academia: Heroes Rising,239.599,890.0,8.4,Adventure,2019
2021-11-04,Amina,237.262,92.0,6.5,War,2021
2021-11-04,Amina,237.262,92.0,6.5,History,2021
